,Unnamed: 0,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,prism:isbn,pubmed-id,error
1554,165,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/70450273256', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/70450273256?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70450273256&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70450273256&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/70450273256,SCOPUS_ID:70450273256,2-s2.0-70450273256,Keeping a closer eye on fossil fuel CO<inf>2</inf>,Nelson P.,Environmental Research Letters,,4,,2009-01-01,2009,10.1088/1748-9326/4/4/041002,,0.0,"[{'@_fa': 'true', 'affilname': 'Macquarie University', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Journal,ar,Article,041002,5200152632.0,1,True,17489326,4,,,
1555,166,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84884448873', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84884448873?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884448873&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884448873&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780080453415000074'}",https://api.elsevier.com/content/abstract/scopus_id/84884448873,SCOPUS_ID:84884448873,2-s2.0-84884448873,Climate Change and Cities: The Making of a Climate Friendly Future,Dhakal S.,Urban Energy Transition,,,173-192,2008-12-01,2008,10.1016/B978-0-08-045341-5.00007-4,B9780080453415000074,16.0,"[{'@_fa': 'true', 'affilname': 'National Institute for Environmental Studies of Japan', 'affiliation-city': 'Tsukuba', 'affiliation-country': 'Japan'}]",Book,ch,Chapter,,21100258641.0,0,False,,,"[{'@_fa': 'true', '$': '9780080453415'}]",,
1556,167,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/47249085975', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/47249085975?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=47249085975&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=47249085975&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0304380008001427'}",https://api.elsevier.com/content/abstract/scopus_id/47249085975,SCOPUS_ID:47249085975,2-s2.0-47249085975,Urban expansion and its contribution to the regional carbon emissions: Using the model based on the population density distribution,Svirejeva-Hopkins A.,Ecological Modelling,03043800,216,208-216,2008-08-24,24 August 2008,10.1016/j.ecolmodel.2008.03.023,S0304380008001427,38.0,"[{'@_fa': 'true', 'affilname': 'Faculdade de Ciências, Universidade de Lisboa', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,,23274.0,0,False,,2,,,
1557,169,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/58849150858', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/58849150858?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=58849150858&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=58849150858&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/58849150858,SCOPUS_ID:58849150858,2-s2.0-58849150858,Modeling carbon emissions from urban land conversion: Gamma distribution model,Svirejeva-Hopkins A.,WIT Transactions on Ecology and the Environment,17433541,116,301-310,2008-01-01,2008,10.2495/AIR080311,,0.0,"[{'@_fa': 'true', 'affilname': 'Faculdade de Ciências, Universidade de Lisboa', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,,5700191202.0,1,True,,,"[{'@_fa': 'true', '$': '9781845641276'}]",,
1558,170,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/61449115945', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/61449115945?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=61449115945&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=61449115945&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/61449115945,SCOPUS_ID:61449115945,2-s2.0-61449115945,Sustainable horticulture and resource management,Lal R.,Acta Horticulturae,05677572,767,19-44,2008-01-01,2008,10.17660/ActaHortic.2008.767.1,,8.0,"[{'@_fa': 'true', 'affilname': 'The Ohio State University', 'affiliation-city': 'Columbus', 'affiliation-country': 'United States'}]",Book Series,cp,Conference Paper,,26209.0,0,False,,,,,
1559,171,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79955724576', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79955724576?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955724576&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955724576&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/79955724576,SCOPUS_ID:79955724576,2-s2.0-79955724576,Introduction-the compelling tangle of energy and American society,Sovacool B.,Energy and American Society - Thirteen Myths,,,1-21,2007-12-01,2007,10.1007/1-4020-5564-1_1,,5.0,"[{'@_fa': 'true', 'affilname': 'Oak Ridge National Laboratory', 'affiliation-city': 'Oak Ridge', 'affiliation-country': 'United States'}]",Book,ch,Chapter,,21100277273.0,0,False,,,"[{'@_fa': 'true', '$': '1402055633'}, {'@_fa': 'true', '$': '9781402055638'}]",,
1560,176,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/33746433149', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/33746433149?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746433149&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33746433149&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0048969705005565'}",https://api.elsevier.com/content/abstract/scopus_id/33746433149,SCOPUS_ID:33746433149,2-s2.0-33746433149,Measurement and modelling of air pollution and atmospheric chemistry in the U.K. West Midlands conurbation: Overview of the PUMA Consortium project,Harrison R.,Science of the Total Environment,00489697,360,5-25,2006-05-01,1 May 2006,10.1016/j.scitotenv.2005.08.053,S0048969705005565,77.0,"[{'@_fa': 'true', 'affilname': 'University of Birmingham', 'affiliation-city': 'Birmingham', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,25349.0,0,False,,1-3,,16289266.0,
1561,181,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/20044385741', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/20044385741?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=20044385741&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=20044385741&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/20044385741,SCOPUS_ID:20044385741,2-s2.0-20044385741,Observations of carbon monoxide and aerosols from the Terra satellite: Northern Hemisphere variability,Edwards D.,Journal of Geophysical Research D: Atmospheres,01480227,109,1-17,2004-12-27,27 December 2004,10.1029/2004JD004727,,172.0,"[{'@_fa': 'true', 'affilname': 'National Center for Atmospheric Research', 'affiliation-city': 'Boulder', 'affiliation-country': 'United States'}]",Journal,ar,Article,,28428.0,0,False,,24,,,
1562,183,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/10844221654', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/10844221654?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=10844221654&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=10844221654&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0034425703001858'}",https://api.elsevier.com/content/abstract/scopus_id/10844221654,SCOPUS_ID:10844221654,2-s2.0-10844221654,Towards a spatial CO<inf>2</inf> budget of a metropolitan region based on textural image classification and flux measurements,Soegaard H.,Remote Sensing of Environment,00344257,87,283-294,2003-10-15,15 October 2003,10.1016/S0034-4257(03)00185-8,S0034425703001858,87.0,"[{'@_fa': 'true', 'affilname': 'Københavns Universitet', 'affiliation-city': 'Copenhagen', 'affiliation-country': 'Denmark'}]",Journal,ar,Article,,12503.0,0,False,,2-3,,,
1563,184,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037439043', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037439043?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037439043&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037439043&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0037439043,SCOPUS_ID:0037439043,2-s2.0-0037439043,Global accounting of PCBs in the continental shelf sediments,Jönsson A.,Environmental Science and Technology,0013936X,37,245-255,2003-01-15,15 January 2003,10.1021/es0201404,,98.0,"[{'@_fa': 'true', 'affilname': 'Stockholms universitet', 'affiliation-city': 'Stockholm', 'affiliation-country': 'Sweden'}]",Journal,ar,Article,,21537.0,0,False,,2,,12564894.0,
1564,185,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0042669695', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0042669695?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0042669695&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0042669695&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1352231003005053'}",https://api.elsevier.com/content/abstract/scopus_id/0042669695,SCOPUS_ID:0042669695,2-s2.0-0042669695,Localization of source and sink regions of carbon dioxide through the method of the synoptic air trajectory statistics,Apadula F.,Atmospheric Environment,13522310,37,3757-3770,2003-01-01,September 2003,10.1016/S1352-2310(03)00505-3,S1352231003005053,34.0,"[{'@_fa': 'true', 'affilname': 'CESI S.p.A.', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,23357.0,0,False,,27,,,
1565,187,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0036827302', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0036827302?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036827302&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036827302&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1352231002006696'}",https://api.elsevier.com/content/abstract/scopus_id/0036827302,SCOPUS_ID:0036827302,2-s2.0-0036827302,"A study of seasonal and yearly modulation of carbon dioxide sources and sinks, with a particular attention to the Boreal Atlantic Ocean",Ferrarese S.,Atmospheric Environment,13522310,36,5517-5526,2002-11-01,November 2002,10.1016/S1352-2310(02)00669-6,S1352231002006696,15.0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Torino', 'affiliation-city': 'Turin', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,23357.0,0,False,,35,,,
1566,188,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0034767218', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0034767218?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034767218&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034767218&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1352231001002229'}",https://api.elsevier.com/content/abstract/scopus_id/0034767218,SCOPUS_ID:0034767218,2-s2.0-0034767218,"Polychlorinated biphenyls and particulate organic/elemental carbon in the atmosphere of Chesapeake Bay, USA",Brunciak P.,Atmospheric Environment,13522310,35,5663-5677,2001-01-01,2001,10.1016/S1352-2310(01)00222-9,S1352231001002229,43.0,"[{'@_fa': 'true', 'affilname': 'Rutgers University–New Brunswick', 'affiliation-city': 'New Brunswick', 'affiliation-country': 'United States'}]",Journal,ar,Article,,23357.0,0,False,,32,,,
1567,189,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0032146951', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0032146951?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0032146951&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0032146951&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1352231097003981'}",https://api.elsevier.com/content/abstract/scopus_id/0032146951,SCOPUS_ID:0032146951,2-s2.0-0032146951,The isotopic characterization of carbon monoxide in the troposphere,Conny J.,Atmospheric Environment,13522310,32,2669-2683,1998-08-01,1 August 1998,10.1016/S1352-2310(97)00398-1,S1352231097003981,16.0,"[{'@_fa': 'true', 'affilname': 'National Institute of Standards and Technology', 'affiliation-city': 'Gaithersburg', 'affiliation-country': 'United States'}]",Journal,ar,Article,,23357.0,0,False,,14-15,,,
1568,192,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0028255553', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0028255553?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0028255553&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0028255553&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0028255553,SCOPUS_ID:0028255553,2-s2.0-0028255553,Carbon monoxide budget in the northern hemisphere,Bakwin P.,Geophysical Research Letters,00948276,21,433-436,1994-01-01,15 March 1994,10.1029/94GL00006,,43.0,"[{'@_fa': 'true', 'affilname': 'University of Colorado Boulder', 'affiliation-city': 'Boulder', 'affiliation-country': 'United States'}]",Journal,ar,Article,,27962.0,0,False,19448007,6,,,
1569,194,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0027551656', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0027551656?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0027551656&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0027551656&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-0960168693901047'}",https://api.elsevier.com/content/abstract/scopus_id/0027551656,SCOPUS_ID:0027551656,2-s2.0-0027551656,Atmospheric light absorption-A review,Horvath H.,"Atmospheric Environment Part A, General Topics",09601686,27,293-317,1993-01-01,February 1993,10.1016/0960-1686(93)90104-7,0960-1686(93)90104-7,426.0,"[{'@_fa': 'true', 'affilname': 'University of Vienna Institute for Experimental Physics', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}]",Journal,ar,Article,,33806.0,0,False,,3,,,
1570,196,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0001283606', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0001283606?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0001283606&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0001283606&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-0168583X84905445'}",https://api.elsevier.com/content/abstract/scopus_id/0001283606,SCOPUS_ID:0001283606,2-s2.0-0001283606,Atmospheric carbon: The importance of accelerator mass spectrometry,Currie L.,"Nuclear Inst. and Methods in Physics Research, B",0168583X,5,371-379,1984-01-01,November 1984,10.1016/0168-583X(84)90544-5,0168583X84905445,23.0,"[{'@_fa': 'true', 'affilname': 'National Institute of Standards and Technology', 'affiliation-city': 'Gaithersburg', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29068.0,0,False,,2,,,
1571,12,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85050029139', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85050029139?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050029139&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050029139&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85050029139,SCOPUS_ID:85050029139,2-s2.0-85050029139,Estimating urban above ground biomass with multi-scale LiDAR,Wilkes P.,Carbon Balance and Management,,13,,2018-06-26,26 June 2018,10.1186/s13021-018-0098-0,,11.0,"[{'@_fa': 'true', 'affilname': 'UCL', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'NERC National Centre for Earth Observation (NCEO)', 'affiliation-city': 'Leicester', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,10,5800179606.0,1,True,17500680,1,,,
